id_inconsistencia	cod_barra	columna	valor	nuevo_valor	estado_revision	departamento	compuesta	compuesta_values	id_usuario
17	762011982001	len_mater	M		0	LIMA	0		 
17	762010062401	len_mater	M		0	CAJAMARCA	0		 
17	762010860601	len_mater	5		0	AREQUIPA	0		 
17	762010288101	len_mater			0	PUNO	0		 
17	762010522701	len_mater			0	CUSCO	0		 
17	762011925201	len_mater			0	JUN�N	0		 
17	762010591101	len_mater			0	PUNO	0		 
17	762010971601	len_mater			0	APUR�MAC	0		 
17	762010171001	len_mater			0	PUNO	0		 
17	762010836901	len_mater			0	AREQUIPA	0		 
17	762010128501	len_mater			0	CUSCO	0		 
17	762011087901	len_mater			0	LAMBAYEQUE	0		 
17	762010479701	len_mater			0	PUNO	0		 
17	762010120801	len_mater			0	CUSCO	0		 
17	762010557201	len_mater			0	CUSCO	0		 
17	762011918801	len_mater			0	JUN�N	0		 
17	762010593701	len_mater			0	PUNO	0		 
17	762010755701	len_mater			0	PUNO	0		 
17	762010040001	len_mater			0	PUNO	0		 
17	762010591801	len_mater			0	PUNO	0		 
17	762011617901	len_mater			0	HUANCAVELICA	0		 
